الملف (قبل النقل)	السطر	قبل	بعد	السبب	المرات
المجلد-الخامس/الباب-الخامس/ف09-أ-مختبر-المقام.md	40	ستة أوصاف لفعل واحد هو القول، تختلف بحسب من يُخاطَب وفيمَ يُخاطَب. وهذا بالضبط ما يطلبه هذا المختبر منك: ثلاثون موقفًا، وقول واحد يتلوّن بستة أوصاف فأكثر بحسب من أمامك. *[استنباط تربوي: الجمع بين الآيات تربوي لتوضيح مبدأ الباب، لا نقل عن مفسر بعينه في تخصيص كل آية بمقامها.]*	ستة أوصاف لفعل واحد هو القول، تختلف بحسب من يُخاطَب وفيمَ يُخاطَب. وهذا بالضبط ما يطلبه هذا المختبر منك: ثلاثون موقفًا، وقول واحد يتلوّن بستة أوصاف فأكثر بحسب من أمامك. وهذا الجمع بين الآيات ملاحظةٌ تربوية منّا لتوضيح مبدأ الباب، لا نقلٌ عن مفسّرٍ بعينه في تخصيص كل آية بمقامها.	وسم «استنباط تربوي» فيه جملة ← الجملة نفسها بصوت المؤلف (الدليل ٣٤ §٢)	1
المجلد-العاشر/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	165	ليس للمراسم في العالم العربي ولا في غيره جدول واحد يحكم كل مناسبة. لكل دولة نظام أسبقية، ولكل مؤسسة عرف، وقد يرتّب المنظمون الحضور بحسب طبيعة المناسبة. وما يأتي أصول شائعة تساعدك على فهم القائمة التي تُسلَّم إليك، وعلى السؤال الصحيح إن لم تُسلَّم إليك قائمة. *[استنباط تربوي من أعراف المراسم الشائعة؛ والتفصيل لمكتب المراسم في كل مؤسسة]*	ليس للمراسم في العالم العربي ولا في غيره جدول واحد يحكم كل مناسبة. لكل دولة نظام أسبقية، ولكل مؤسسة عرف، وقد يرتّب المنظمون الحضور بحسب طبيعة المناسبة. وما يأتي أصول شائعة تساعدك على فهم القائمة التي تُسلَّم إليك، وعلى السؤال الصحيح إن لم تُسلَّم إليك قائمة. والتفصيل في كل مؤسسة لمكتب المراسم فيها.	وسم «استنباط تربوي» فيه جملة ← الجملة نفسها بصوت المؤلف (الدليل ٣٤ §٢)	1
المجلد-الثاني/الباب-الثاني/ف10-أ-المدخل-والدرسان.md	97	✘ «ما تركتُ الصلاةَ // إلا مرةً واحدةً في حياتي.» *[مثال توضيحي من إنشاء الكتاب]*	✘ «ما تركتُ الصلاةَ // إلا مرةً واحدةً في حياتي.»	مثالٌ من إنشاء الكتاب: يكفيه سطر صفحة الرموز (الدليل ٣٤ §٢)	1
المجلد-الثاني/الباب-الثاني/ف12-ب-التطبيق-والتقويم.md	11	هذا نص مُعَدّ خصيصًا ليجمع أكبر عدد من الأصوات الحرجة في نص واحد قصير، بخلاف نص «المهمة التشخيصية» في فاتحة الباب الذي كان انطباعًا أول عامًّا. استعمل هذا النص في كل مرة تريد إعادة تشخيص نفسك فيها. *[نص تدريبي من إنشاء الكتاب]*	هذا نص مُعَدّ خصيصًا ليجمع أكبر عدد من الأصوات الحرجة في نص واحد قصير، بخلاف نص «المهمة التشخيصية» في فاتحة الباب الذي كان انطباعًا أول عامًّا. استعمل هذا النص في كل مرة تريد إعادة تشخيص نفسك فيها.	نصٌّ تدريبي من إنشاء الكتاب، والمتن نفسه يقول ذلك	1
المجلد-الخامس/الباب-الخامس/ف07-مخاطبة-الجمهور-العام.md	176	✘ «تشير المؤشرات الموسمية إلى احتمال تأخر بداية الموسم المطري هذا العام.» *[تنبيه: لا يذكر المتكلم رقمًا ولا نسبة ما لم يكن من جهة رسمية مختصة وموثوقة]*	✘ «تشير المؤشرات الموسمية إلى احتمال تأخر بداية الموسم المطري هذا العام.»	التنبيه كان وسمًا على السطر الخطأ؛ صار تعليقًا على المثال بعد الصواب، كما تُعلَّق الأمثلة	1
المجلد-العاشر/الباب-الثالث-عشر/ف01-ب-سلم-الارتجال-والحوار-الممتد.md	121	> «أيها الحضور الكريم، ستعود منظمة حفلنا بعد لحظات لظرف طارئ نسأل الله أن ييسره. وريثما تعود، دعونا لا نُعطل فقرة هي أحق ما ننتظره الليلة: تكريم المتطوعين الذين بذلوا هذا العام جهدًا نشكره جميعًا ونتعلم منه. فليتفضل الأستاذ سليمان لتكريم أول المتطوعين، وسنستأنف الفقرات بترتيبها فور عودتها.» *[تبتسم وتُشير بيدها نحو منصة التكريم]*	> «أيها الحضور الكريم، ستعود منظمة حفلنا بعد لحظات لظرف طارئ نسأل الله أن ييسره. وريثما تعود، دعونا لا نُعطل فقرة هي أحق ما ننتظره الليلة: تكريم المتطوعين الذين بذلوا هذا العام جهدًا نشكره جميعًا ونتعلم منه. فليتفضل الأستاذ سليمان لتكريم أول المتطوعين، وسنستأنف الفقرات بترتيبها فور عودتها.» *(تبتسم وتُشير بيدها نحو منصة التكريم)*	إشارةٌ مسرحية كُتبت بصيغة الوسم فتُحذف من الطبعة؛ صارت بصيغة الإشارة في الحوار نفسه	1
المجلد-الرابع/الباب-الرابع/ف10-أ-الاقتباس-والتضمين.md	113	> **تنبيه:** إن ذكرتَ رقم الحديث في فهرس معين ولم تكن متيقنًا منه، فأضف الوسم *[يحتاج إلى تحقق من رقم الحديث]* في الكتابة، ولا تجزم به شفهيًّا أمام الناس.	> **تنبيه:** إن ذكرتَ رقم الحديث في فهرس معين ولم تكن متيقنًا منه، فاكتب بجانبه في مسوّدتك: «يحتاج إلى تحقق من رقم الحديث»، ولا تجزم به شفهيًّا أمام الناس.	المتن يأمر القارئ بإضافة «الوسم» ويكتبه بصيغة الوسم فيُحذف من الطبعة؛ صار تنبيهًا بين علامتي تنصيص	1
المجلد-الثالث/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	77	وتُروى في كتب الأدب قصة نحويّ سقط عن دابته، فاجتمع الناس حوله، فقال: «ما لَكُمْ تَكَأْكَأْتُمْ عَلَيَّ كَتَكَأْكُئِكُمْ عَلى ذي جِنَّةٍ؟ افْرَنْقِعوا عَنّي»، يريد: ما لكم اجتمعتم عليّ كما تجتمعون على مجنون؟ تفرّقوا عني. فقال بعضهم: «دعوه، فإن شيطانه يتكلم بالهندية». *[يحتاج إلى تحقق من المصدر ونسبة القصة]*	وحكى ابن جني أن أبا علقمة النحوي ثار به المُرار، فاجتمع الناس عليه، فلما أفاق قال: «ما لَكُمْ قَدْ تَكَأْكَأْتُمْ عَلَيَّ كَتَكَأْكُئِكُمْ عَلى ذي جِنَّةٍ؟ افْرَنْقِعوا عَنّي»، يريد: ما لكم اجتمعتم عليّ كما تجتمعون على مجنون؟ تفرّقوا عني. فقال بعض الحاضرين: «إن شيطانه يتكلم بالهندية»[^a108]. ويُروى نحو كلامه عن عيسى بن عمر النحوي حين سقط عن حماره فاجتمع الناس عليه؛ وقد نبّه السبكي على أنها تُحكى عن هذا وعن ذاك[^b108].	استثناء الجاحظ في المطبوع للمتكلم لا للمخاطَب: «إلا أن يكون المتكلّم بدويًّا أعرابيًّا؛ فإنّ الوحشيّ من الكلام يفهمه الوحشيّ من الناس» (البيان والتبيين، ت. هارون ١/١٤٤، ع٦٦). متحقّق	1
المجلد-الثالث/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	79	وذكر الجاحظ في «البيان والتبيين» ما معناه أن اللفظ لا ينبغي أن يكون عاميًّا ساقطًا، ولا غريبًا وحشيًّا، إلا أن يخاطب المتكلم من يألف ذلك الوحشي ويفهمه. *[الجاحظ، البيان والتبيين، ج١؛ يحتاج إلى تحقق من المصدر]*	وذكر الجاحظ في «البيان والتبيين» أن اللفظ كما لا ينبغي أن يكون عاميًّا ساقطًا سوقيًّا، فكذلك لا ينبغي أن يكون غريبًا وحشيًّا، «إلا أن يكون المتكلّم بدويًّا أعرابيًّا؛ فإنّ الوحشيّ من الكلام يفهمه الوحشيّ من الناس»[^c109].	استثناء الجاحظ في المطبوع للمتكلم لا للمخاطَب: «إلا أن يكون المتكلّم بدويًّا أعرابيًّا؛ فإنّ الوحشيّ من الكلام يفهمه الوحشيّ من الناس» (البيان والتبيين، ت. هارون ١/١٤٤، ع٦٦). متحقّق	1
المجلد-الرابع/الباب-الرابع/ف08-أ-من-علم-البيان.md	50	عرّف الخطيب القزويني البلاغة بأنها مطابقة الكلام لمقتضى الحال مع فصاحته. *[الإيضاح في علوم البلاغة / تلخيص المفتاح؛ يحتاج إلى تحقق من الصفحة]* ومقتضى حال الصورة البيانية أن تُقاس بمن يسمعها لا بمن يقولها: فالصورة التي تخدم عالمًا في مجلسه قد تُبعد طالبًا مبتدئًا، والصورة التي تُقرّب المعنى لأهل قرية قد تحتاج إلى غيرها لأهل مدينة. فالبلاغة هنا ليست في جمال الصورة مجردة، بل في موافقتها لذهن من تخاطبه.	عرّف الخطيب القزويني البلاغة بأنها مطابقة الكلام لمقتضى الحال مع فصاحته[^q145]. ومقتضى حال الصورة البيانية أن تُقاس بمن يسمعها لا بمن يقولها: فالصورة التي تخدم عالمًا في مجلسه قد تُبعد طالبًا مبتدئًا، والصورة التي تُقرّب المعنى لأهل قرية قد تحتاج إلى غيرها لأهل مدينة. فالبلاغة هنا ليست في جمال الصورة مجردة، بل في موافقتها لذهن من تخاطبه.	حدّ البلاغة على متن التلخيص: عروس الأفراح ١/٩٠ (ع٥٩)، ووُضع ترقيم المطبوع داخل التنصيص. متحقّق	1
المجلد-الخامس/الباب-الخامس/00-فاتحة-الباب-الخامس.md	9	والفكرة التي يقوم عليها الباب كله أن **الفصاحة لا تعني أن يتكلم الناس جميعًا بطريقة واحدة**. فللشيخ في حلقته لسان، وللمذيع أمام المِذياع لسان، ولمدير الجامعة في حفل التخرج لسان، وللأم مع طفلها لسان. وكلها فصيحة سليمة، وكلٌّ منها بليغ في موضعه، لأن البلاغة عند الخطيب القزويني هي مطابقة الكلام «لمقتضى الحال مع فصاحته» *[الخطيب القزويني، الإيضاح في علوم البلاغة؛ يحتاج إلى تحقق من الصفحة]*. فمن حفظ لسانًا واحدًا واستعمله في كل مقام، كان صحيحًا في كل مقام، ومناسبًا في مقام واحد.	والفكرة التي يقوم عليها الباب كله أن **الفصاحة لا تعني أن يتكلم الناس جميعًا بطريقة واحدة**. فللشيخ في حلقته لسان، وللمذيع أمام المِذياع لسان، ولمدير الجامعة في حفل التخرج لسان، وللأم مع طفلها لسان. وكلها فصيحة سليمة، وكلٌّ منها بليغ في موضعه، لأن البلاغة عند الخطيب القزويني هي مطابقة الكلام «لمقتضى الحال، مع فصاحته»[^q153]. فمن حفظ لسانًا واحدًا واستعمله في كل مقام، كان صحيحًا في كل مقام، ومناسبًا في مقام واحد.	حدّ البلاغة على متن التلخيص: عروس الأفراح ١/٩٠ (ع٥٩)، ووُضع ترقيم المطبوع داخل التنصيص. متحقّق	1
المجلد-الرابع/الباب-الرابع/ف10-ب-الشعر-والأمثال.md	7	كثير من الأبيات المشهورة على الألسنة مضطربة النسبة أو الرواية، حتى إن بعض الأشطر التي يظنها الناس متفقًا عليها تحتاج تحقيقًا من دواوين أصحابها. فمن ذلك شطر «فإنّ لكلِّ مقامٍ مقالا»، الذي يُنسب في مصادر كثيرة إلى الحطيئة، لكنه يحتاج إلى تحقق من ديوانه قبل الجزم بنسبته. *[يحتاج إلى تحقق من الديوان]* وهذا مثال يليق أن يُستحضر كلما هممتَ باستشهاد شعري: إن كان هذا الشطر المشهور جدًّا يحتاج تحققًا، فما بالك بأبيات أقل شهرة؟	كثير من الأبيات المشهورة على الألسنة مضطربة النسبة أو الرواية، حتى إن بعض الأشطر التي يظنها الناس متفقًا عليها تحتاج تحقيقًا من دواوين أصحابها. فمن ذلك شطر «فإنّ لكلِّ مقامٍ مقالا»، الذي يُنسب في مصادر كثيرة إلى الحطيئة: فإذا رجعتَ إلى ديوانه برواية ابن السكيت لم تجده في الرواية نفسها، بل فيما جمعه محقّقه من «مقطّعات للحطيئة من كتب الأدب واللغة وغيرها»، عن الأغاني عن أبي عبيدة[^h152]؛ فنسبته إليه منقولةٌ في كتب الأدب، لا في رواية ديوانه. وهذا مثال يليق أن يُستحضر كلما هممتَ باستشهاد شعري: إن كان هذا الشطر المشهور جدًّا يحتاج هذا التحقق، فما بالك بأبيات أقل شهرة؟	كان المتن يقول إنه «يحتاج إلى تحقق من ديوانه»: وقد طوبق (ش٤): البيت في مقطّعات الديوان المجموعة من كتب الأدب، لا في رواية ابن السكيت. متحقّق	1
المجلد-السادس/الباب-السادس/ف02-على-قدر-العقول.md	87	مرّ بك في الباب الأول (المجلد الأول) قول بشر بن المعتمر فيما رواه الجاحظ: أن يوازن المتكلم بين أقدار المعاني وأقدار المستمعين وأقدار الحالات، «فيجعلَ لكل طبقةٍ من ذلك كلامًا، ولكل حالةٍ من ذلك مقامًا» *[الجاحظ، البيان والتبيين، تحقيق عبد السلام هارون، ج١؛ يحتاج إلى تحقق من الصفحة واللفظ]* (انظر المجلد الأول، الباب الأول، الفصل الأول). وفي هذا الفصل تنظر إلى «أقدار المستمعين» من جهة علمهم وعقولهم خاصة: ماذا يعرفون؟ وماذا يحتملون؟ وبأي مثال يفهمون؟	مرّ بك في الباب الأول (المجلد الأول) قول بشر بن المعتمر فيما رواه الجاحظ: أن يوازن المتكلم بين أقدار المعاني وأقدار المستمعين وأقدار الحالات، «فيجعلَ لكل طبقةٍ من ذلك كلامًا، ولكل حالةٍ من ذلك مقامًا»[^j195] (انظر المجلد الأول، الباب الأول، الفصل الأول). وفي هذا الفصل تنظر إلى «أقدار المستمعين» من جهة علمهم وعقولهم خاصة: ماذا يعرفون؟ وماذا يحتملون؟ وبأي مثال يفهمون؟	صحيفة بشر: البيان والتبيين ١/١٣٨–١٣٩ (ع٥١، ع٦٣)؛ واللفظ مطابق. متحقّق	1
المجلد-السادس/الباب-السادس/ف02-على-قدر-العقول.md	401	| ٣ | زميل مختص في تعليم اللغات | «الدخل اللغوي المسموع شرط في بناء الملكة، والتراث يقرره قبل النظريات الحديثة: "السمع أبو الملكات اللسانية" عند ابن خلدون.» *[يحتاج إلى تحقق من الصفحة]* | مصطلح التخصص، وإحالة علمية. |	| ٣ | زميل مختص في تعليم اللغات | «الدخل اللغوي المسموع شرط في بناء الملكة، والتراث يقرره قبل النظريات الحديثة: "السمع أبو الملكات اللسانية" عند ابن خلدون.»[^k200] | مصطلح التخصص، وإحالة علمية. |	«السمع أبو الملكات اللسانية»: المقدمة، الفصل الخامس والأربعون، ١/٧٥٤ (ع٦٤). متحقّق	1
المجلد-السادس/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	51	كان حمزة يعرف أن العبارة لابن خلدون في «المقدمة»، في الفصول التي عقدها للملكة اللسانية *[يحتاج إلى تحقق من الصفحة بحسب الطبعة المعتمدة]*. التفت إلى زميله إسماعيل، فهمس إسماعيل: «لا تتكلم، عيب أن نصحّح للضيف». وفي الصف الأول رفع بلال يده، وقد احمرّ وجهه.	كان حمزة يعرف أن العبارة لابن خلدون في «المقدمة»، في الفصول التي عقدها للملكة اللسانية[^m221]. التفت إلى زميله إسماعيل، فهمس إسماعيل: «لا تتكلم، عيب أن نصحّح للضيف». وفي الصف الأول رفع بلال يده، وقد احمرّ وجهه.	«السمع أبو الملكات اللسانية»: المقدمة، الفصل الخامس والأربعون، ١/٧٥٤ (ع٦٤). متحقّق	1
المجلد-الثالث/الباب-الثالث/ف07-ب-التكرار-والغموض.md	297	*[تحليل حديث]* وضع الفيلسوف البريطاني بول غرايس ما سمّاه «مبدأ التعاون» في المحادثة، وفصّله في قواعد، منها **قاعدة الكمّ**: أن يكون الكلام بالقدر الذي يحتاجه الغرض، لا أقل ولا أكثر. ومنها **قاعدة الطريقة**: أن يتجنب المتكلم الغموض واللبس، وأن يوجز ويرتب. *(H. P. Grice, "Logic and Conversation", 1975.)*	وضع الفيلسوف البريطاني بول غرايس ما سمّاه «مبدأ التعاون» في المحادثة، وفصّله في قواعد، منها **قاعدة الكمّ**: أن يكون الكلام بالقدر الذي يحتاجه الغرض، لا أقل ولا أكثر. ومنها **قاعدة الطريقة**: أن يتجنب المتكلم الغموض واللبس، وأن يوجز ويرتب[^g105].	مبدأ التعاون وقواعده: Grice 1975, 45–46 (و٦، على المطبوع)؛ ووُحّد الاسم «الفيلسوف البريطاني بول غرايس» والمصطلح «قاعدة الكمّ» في السلسلة (كان في موضعٍ «عالم اللغة… جرايس»، و«مقياس الكمّ»، و«مبدأ الكمّ»)	1
المجلد-الرابع/الباب-الرابع/ف07-أ-من-علم-المعاني.md	178	> يرى عالم اللغة هربرت بول جرايس أن المتكلم الناجح يلتزم في حديثه بقدر المعلومة التي يحتاجها المخاطَب: لا أقل مما يحتاج فيُبهم عليه، ولا أكثر مما يحتاج فيُثقل عليه ويُشتت انتباهه. *[H. P. Grice, "Logic and Conversation", 1975؛ تحليل حديث]* وهذا هو جوهر الاختيار بين الإيجاز والإطناب: قِس ما يحتاجه سامعك بالضبط، لا ما يسهل عليك قوله.	> يرى الفيلسوف البريطاني بول غرايس أن المتكلم الناجح يلتزم في حديثه بقدر المعلومة التي يحتاجها المخاطَب: لا أقل مما يحتاج فيُبهم عليه، ولا أكثر مما يحتاج فيُثقل عليه ويُشتت انتباهه[^g144]. وهذا هو جوهر الاختيار بين الإيجاز والإطناب: قِس ما يحتاجه سامعك بالضبط، لا ما يسهل عليك قوله.	مبدأ التعاون وقواعده: Grice 1975, 45–46 (و٦، على المطبوع)؛ ووُحّد الاسم «الفيلسوف البريطاني بول غرايس» والمصطلح «قاعدة الكمّ» في السلسلة (كان في موضعٍ «عالم اللغة… جرايس»، و«مقياس الكمّ»، و«مبدأ الكمّ»)	1
المجلد-السابع/الباب-السابع/ف02-أ-الجواب-المدخل-والدرس-الأول.md	293	*[تحليل حديث]* قرر الفيلسوف البريطاني بول غرايس أن المتحاورين يفترضون، دون أن يصرّحوا، أن كلًّا منهما يتعاون مع الآخر في الوصول إلى غرض الحوار. وصاغ لهذا التعاون أربع قواعد يتوقعها السامع من المتكلم *(H. P. Grice, "Logic and Conversation", 1975)*:	قرر الفيلسوف البريطاني بول غرايس أن المتحاورين يفترضون، دون أن يصرّحوا، أن كلًّا منهما يتعاون مع الآخر في الوصول إلى غرض الحوار. وصاغ لهذا التعاون أربع قواعد يتوقعها السامع من المتكلم[^g259]:	مبدأ التعاون وقواعده: Grice 1975, 45–46 (و٦، على المطبوع)؛ ووُحّد الاسم «الفيلسوف البريطاني بول غرايس» والمصطلح «قاعدة الكمّ» في السلسلة (كان في موضعٍ «عالم اللغة… جرايس»، و«مقياس الكمّ»، و«مبدأ الكمّ»)	1
المجلد-الحادي-عشر/المرجع-الأول-بنك-الأخطاء/ف08-الخروج-عن-الموضوع-والتكلف.md	14	> **من علم التواصل:** وضع الفيلسوف اللغوي جرايس مبدأ يُعرف بمبدأ التعاون في الحوار، ومن مقاييسه مقياس الكمّ: أن يقول المتكلم بقدر الحاجة، لا أقل ولا أكثر. وأكثر أخطاء هذا الفصل مخالفة لهذا المقياس بالذات: كلام أكثر مما يحتاجه المقام. *[تحليل حديث؛ عن: H. P. Grice, "Logic and Conversation", 1975]*	> **من علم التواصل:** وضع الفيلسوف البريطاني بول غرايس ما سمّاه «مبدأ التعاون» في الحوار، ومن قواعده قاعدة الكمّ: أن يقول المتكلم بقدر الحاجة، لا أقل ولا أكثر[^g394]. وأكثر أخطاء هذا الفصل مخالفة لهذه القاعدة بالذات: كلام أكثر مما يحتاجه المقام.	مبدأ التعاون وقواعده: Grice 1975, 45–46 (و٦، على المطبوع)؛ ووُحّد الاسم «الفيلسوف البريطاني بول غرايس» والمصطلح «قاعدة الكمّ» في السلسلة (كان في موضعٍ «عالم اللغة… جرايس»، و«مقياس الكمّ»، و«مبدأ الكمّ»)	1
المجلد-الرابع/الباب-الرابع/ف07-ب-التطبيق-والتقويم.md	301	8. ما مبدأ الكمّ عند جرايس؟ وكيف يرتبط بالإيجاز والإطناب؟	8. ما قاعدة الكمّ عند غرايس؟ وكيف ترتبط بالإيجاز والإطناب؟	مبدأ التعاون وقواعده: Grice 1975, 45–46 (و٦، على المطبوع)؛ ووُحّد الاسم «الفيلسوف البريطاني بول غرايس» والمصطلح «قاعدة الكمّ» في السلسلة (كان في موضعٍ «عالم اللغة… جرايس»، و«مقياس الكمّ»، و«مبدأ الكمّ»)	1
المجلد-السادس/الباب-السادس/ف05-ج-التطبيق-والتقويم.md	354	- يخلطون بين ما ثبت بالنص من صيغ العزاء والتهنئة وبين العرف المتداول؛ ذكّرهم بالفرق بين الوسمين في كل مرة.	- يخلطون بين ما ثبت بالنص من صيغ العزاء والتهنئة وبين العرف المتداول؛ ذكّرهم بالفرق بين الأمرين في كل مرة.	«الوسم» في هذا المشروع اسمٌ لعلامة المراجعة التي لا تُطبع؛ والمقصود هنا الفرق بين الثابت بالنص والعرف المتداول	1
المجلد-الرابع/الباب-الرابع/ف06-ب-خواتيم-المقامات.md	279	- **كفارة المجلس:** «سُبْحَانَكَ اللَّهُمَّ وَبِحَمْدِكَ، أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا أَنْتَ، أَسْتَغْفِرُكَ وَأَتُوبُ إِلَيْكَ». وقد ورد في أحاديث رواها أبو داود والترمذي أنها تقال عند القيام من المجلس، وقال الترمذي في حديثه: حسن صحيح. *[يحتاج إلى تحقق من رقم الحديث]*	- **كفارة المجلس:** «سُبْحَانَكَ اللَّهُمَّ وَبِحَمْدِكَ، أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا أَنْتَ، أَسْتَغْفِرُكَ وَأَتُوبُ إِلَيْكَ». وقد ورد في أحاديث رواها أبو داود والترمذي أنها تقال عند القيام من المجلس، وقال الترمذي في حديثه: «حسن غريب صحيح من هذا الوجه»[^s141].	حكم الترمذي في المطبوع (٣٤٣٣، ٥/٤٩٤): «حسن غريب صحيح من هذا الوجه»، لا «حسن صحيح»؛ طوبق على المطبوع (السنن ت. محيي الدين؛ الترمذي ط. الحلبي؛ كتب الألباني). متحقّق	1
المجلد-الثامن/الباب-الثامن/ف01-ب-الكلام-في-المجلس.md	275	ومن السنة عند القيام من المجلس أن يقول المرء: «سبحانك اللهم وبحمدك، أشهد أن لا إله إلا أنت، أستغفرك وأتوب إليك» (رواه الترمذي وأبو داود). *[يحتاج إلى تحقق من الرقم والحكم]*	ومن السنة عند القيام من المجلس أن يقول المرء: «سبحانك اللهم وبحمدك، أشهد أن لا إله إلا أنت، أستغفرك وأتوب إليك» (رواه الترمذي وأبو داود)[^s299].	كفارة المجلس: ت ٣٤٣٣، د ٤٨٥٩؛ طوبق على المطبوع (السنن ت. محيي الدين؛ الترمذي ط. الحلبي؛ كتب الألباني). متحقّق	1
المجلد-التاسع/الباب-العاشر/ف03-ب-إدارة-الاجتماع.md	319	ويختم كثير من المجالس في المساجد والجمعيات الإسلامية بدعاء كفارة المجلس: «سبحانك اللهم وبحمدك، أشهد أن لا إله إلا أنت، أستغفرك وأتوب إليك» (رواه أبو داود والترمذي) *[يحتاج إلى تحقق من المصدر]*. وهو دعاء قصير لا يطيل الخاتمة.	ويختم كثير من المجالس في المساجد والجمعيات الإسلامية بدعاء كفارة المجلس: «سبحانك اللهم وبحمدك، أشهد أن لا إله إلا أنت، أستغفرك وأتوب إليك» (رواه أبو داود والترمذي)[^s350]. وهو دعاء قصير لا يطيل الخاتمة.	كفارة المجلس: د ٤٨٥٩، ت ٣٤٣٣؛ طوبق على المطبوع (السنن ت. محيي الدين؛ الترمذي ط. الحلبي؛ كتب الألباني). متحقّق	1
المجلد-السادس/الباب-السادس/ف01-السلام-والبشاشة-والاستماع.md	84	وفي السلام عند القيام من المجلس: «إِذَا انْتَهَى أَحَدُكُمْ إِلَى المَجْلِسِ فَلْيُسَلِّمْ، فَإِذَا أَرَادَ أَنْ يَقُومَ فَلْيُسَلِّمْ، فَلَيْسَتِ الأُولَى بِأَحَقَّ مِنَ الآخِرَةِ» (رواه أبو داود والترمذي وحسّنه). *[يحتاج إلى تحقق من رقم الحديث والحكم]*	وفي السلام عند القيام من المجلس: «إِذَا انْتَهَى أَحَدُكُمْ إِلَى المَجْلِسِ فَلْيُسَلِّمْ، فَإِذَا أَرَادَ أَنْ يَقُومَ فَلْيُسَلِّمْ، فَلَيْسَتِ الأُولَى بِأَحَقَّ مِنَ الآخِرَةِ» (رواه أبو داود، والترمذي بنحوه وحسّنه)[^s177].	اللفظ لأبي داود (٥٢٠٨)، وعند الترمذي (٢٧٠٦) بلفظ آخر وحسّنه؛ طوبق على المطبوع (السنن ت. محيي الدين؛ الترمذي ط. الحلبي؛ كتب الألباني). متحقّق	1
المجلد-السادس/الباب-السادس/ف03-المدح-والشكر-والدعاء.md	247	قال النبي ﷺ: «لَا يَشْكُرُ اللَّهَ مَنْ لَا يَشْكُرُ النَّاسَ» (رواه أبو داود، ورواه الترمذي بلفظ قريب وقال: حسن صحيح). *[يحتاج إلى تحقق من رقم الحديث ولفظ الحكم]*	قال النبي ﷺ: «لَا يَشْكُرُ اللَّهَ مَنْ لَا يَشْكُرُ النَّاسَ» (رواه أبو داود، ورواه الترمذي بلفظ قريب وقال: «حسن صحيح»)[^s209].	د ٤٨١١، ت ١٩٥٤؛ طوبق على المطبوع (السنن ت. محيي الدين؛ الترمذي ط. الحلبي؛ كتب الألباني). متحقّق	1
المجلد-السادس/الباب-السادس/ف03-المدح-والشكر-والدعاء.md	249	وقال ﷺ: «مَنْ صُنِعَ إِلَيْهِ مَعْرُوفٌ فَقَالَ لِفَاعِلِهِ: جَزَاكَ اللَّهُ خَيْرًا، فَقَدْ أَبْلَغَ فِي الثَّنَاءِ» (رواه الترمذي). *[يحتاج إلى تحقق من رقم الحديث والحكم]*	وقال ﷺ: «مَنْ صُنِعَ إِلَيْهِ مَعْرُوفٌ فَقَالَ لِفَاعِلِهِ: جَزَاكَ اللَّهُ خَيْرًا، فَقَدْ أَبْلَغَ فِي الثَّنَاءِ» (رواه الترمذي وقال: «حسن جيد غريب»)[^s210].	ت ٢٠٣٥ وحكمه بلفظه؛ طوبق على المطبوع (السنن ت. محيي الدين؛ الترمذي ط. الحلبي؛ كتب الألباني). متحقّق	1
المجلد-السادس/الباب-السادس/ف06-أ-المدخل-والدرس-الأول.md	87	وفي المقابل ذمّ الخصومة التي تُطلب لذاتها: «إِنَّ أَبْغَضَ الرِّجَالِ إِلَى اللَّهِ الأَلَدُّ الخَصِمُ» (متفق عليه). ورغّب في ترك المراء: «أَنَا زَعِيمٌ بِبَيْتٍ فِي رَبَضِ الجَنَّةِ لِمَنْ تَرَكَ المِرَاءَ وَإِنْ كَانَ مُحِقًّا» (رواه أبو داود، وحسّنه الألباني) *[يحتاج إلى تحقق من رقم الحديث والحكم]*.	وفي المقابل ذمّ الخصومة التي تُطلب لذاتها: «إِنَّ أَبْغَضَ الرِّجَالِ إِلَى اللَّهِ الأَلَدُّ الخَصِمُ» (متفق عليه). ورغّب في ترك المراء: «أَنَا زَعِيمٌ بِبَيْتٍ فِي رَبَضِ الجَنَّةِ لِمَنْ تَرَكَ المِرَاءَ وَإِنْ كَانَ مُحِقًّا» (رواه أبو داود، وحسّنه الألباني)[^s226].	د ٤٨٠٠؛ الألباني، صحيح سنن أبي داود ٣/١٧٩: «حسن»؛ طوبق على المطبوع (السنن ت. محيي الدين؛ الترمذي ط. الحلبي؛ كتب الألباني). متحقّق	1
