الملف	السطر	المجلد	القاعدة	النص	التصنيف	الإجراء
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-أ-المدخل-والدرس-الأول.md	264	10	رمز المثال	[م٤-ب١١-ف٢-مث٢٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٢٠] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-أ-المدخل-والدرس-الأول.md	268	10	رمز المثال	[م٤-ب١١-ف٢-مث٢١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٢١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-أ-المدخل-والدرس-الأول.md	272	10	رمز المثال	[م٤-ب١١-ف٢-مث٢٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٢٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	88	10	رمز المثال	[م٤-ب١١-ف٢-مث٢٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٢٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	92	10	رمز المثال	[م٤-ب١١-ف٢-مث٢٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٢٤] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	96	10	رمز المثال	[م٤-ب١١-ف٢-مث٢٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٢٥] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	100	10	رمز المثال	[م٤-ب١١-ف٢-مث٢٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٢٦] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	108	10	رمز المثال	[م٤-ب١١-ف٢-مث٢٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٢٧] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	112	10	رمز المثال	[م٤-ب١١-ف٢-مث٢٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٢٨] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	116	10	رمز المثال	[م٤-ب١١-ف٢-مث٢٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٢٩] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	120	10	رمز المثال	[م٤-ب١١-ف٢-مث٣٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٣٠] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	137	10	رمز المثال	[م٤-ب١١-ف٢-مث٣١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٣١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	141	10	رمز المثال	[م٤-ب١١-ف٢-مث٣٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٣٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	149	10	رمز المثال	[م٤-ب١١-ف٢-مث٣٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٣٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	153	10	رمز المثال	[م٤-ب١١-ف٢-مث٣٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٣٤] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف02-ب-الدرس-الثاني.md	157	10	رمز المثال	[م٤-ب١١-ف٢-مث٣٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٢-مث٣٥] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	5	10	المستوى ن	المستوى ١٠	يُصحّح	المستوى 11
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	142	10	رمز المثال	[م٤-ب١١-ف٣-مث١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	146	10	رمز المثال	[م٤-ب١١-ف٣-مث٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	150	10	رمز المثال	[م٤-ب١١-ف٣-مث٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	158	10	رمز المثال	[م٤-ب١١-ف٣-مث٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٤] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	162	10	رمز المثال	[م٤-ب١١-ف٣-مث٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٥] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	166	10	رمز المثال	[م٤-ب١١-ف٣-مث٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٦] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	170	10	رمز المثال	[م٤-ب١١-ف٣-مث٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٧] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	176	10	رمز المثال	[م٤-ب١١-ف٣-مث٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٨] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	180	10	رمز المثال	[م٤-ب١١-ف٣-مث٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٩] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	184	10	رمز المثال	[م٤-ب١١-ف٣-مث١٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١٠] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	190	10	رمز المثال	[م٤-ب١١-ف٣-مث١١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	194	10	رمز المثال	[م٤-ب١١-ف٣-مث١٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	200	10	رمز المثال	[م٤-ب١١-ف٣-مث١٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-أ-المدخل-والدرس-الأول.md	204	10	رمز المثال	[م٤-ب١١-ف٣-مث١٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١٤] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	89	10	رمز المثال	[م٤-ب١١-ف٣-مث١٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١٥] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	93	10	رمز المثال	[م٤-ب١١-ف٣-مث١٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١٦] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	99	10	رمز المثال	[م٤-ب١١-ف٣-مث١٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١٧] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	103	10	رمز المثال	[م٤-ب١١-ف٣-مث١٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١٨] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	107	10	رمز المثال	[م٤-ب١١-ف٣-مث١٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث١٩] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	113	10	رمز المثال	[م٤-ب١١-ف٣-مث٢٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٢٠] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	117	10	رمز المثال	[م٤-ب١١-ف٣-مث٢١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٢١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	121	10	رمز المثال	[م٤-ب١١-ف٣-مث٢٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٢٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	127	10	رمز المثال	[م٤-ب١١-ف٣-مث٢٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٢٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	131	10	رمز المثال	[م٤-ب١١-ف٣-مث٢٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٢٤] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ب-الدرس-الثاني.md	135	10	رمز المثال	[م٤-ب١١-ف٣-مث٢٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٣-مث٢٥] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف03-ج-التطبيق-والتقويم.md	58	10	الباب ١٣ (بنك الأخطاء)	الباب الثالث عشر	يُصحّح	المرجع الأول: بنك الأخطاء (في المجلد الحادي عشر)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	5	10	المستوى ن	المستوى ١٠	يُصحّح	المستوى 11
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	129	10	رمز المثال	[م٤-ب١١-ف٤-مث١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	133	10	رمز المثال	[م٤-ب١١-ف٤-مث٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	137	10	رمز المثال	[م٤-ب١١-ف٤-مث٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	141	10	رمز المثال	[م٤-ب١١-ف٤-مث٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٤] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	145	10	رمز المثال	[م٤-ب١١-ف٤-مث٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٥] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	153	10	رمز المثال	[م٤-ب١١-ف٤-مث٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٦] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	157	10	رمز المثال	[م٤-ب١١-ف٤-مث٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٧] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	167	10	رمز المثال	[م٤-ب١١-ف٤-مث٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٨] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	175	10	رمز المثال	[م٤-ب١١-ف٤-مث٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٩] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	179	10	رمز المثال	[م٤-ب١١-ف٤-مث١٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١٠] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	183	10	رمز المثال	[م٤-ب١١-ف٤-مث١١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-أ-المدخل-والدرس-الأول.md	187	10	رمز المثال	[م٤-ب١١-ف٤-مث١٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	74	10	رمز المثال	[م٤-ب١١-ف٤-مث١٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	78	10	رمز المثال	[م٤-ب١١-ف٤-مث١٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١٤] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	82	10	رمز المثال	[م٤-ب١١-ف٤-مث١٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١٥] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	90	10	رمز المثال	[م٤-ب١١-ف٤-مث١٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١٦] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	94	10	رمز المثال	[م٤-ب١١-ف٤-مث١٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١٧] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	98	10	رمز المثال	[م٤-ب١١-ف٤-مث١٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١٨] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	106	10	رمز المثال	[م٤-ب١١-ف٤-مث١٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث١٩] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	110	10	رمز المثال	[م٤-ب١١-ف٤-مث٢٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٢٠] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	114	10	رمز المثال	[م٤-ب١١-ف٤-مث٢١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٢١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	122	10	رمز المثال	[م٤-ب١١-ف٤-مث٢٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٢٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الحادي-عشر/ف04-ب-الدرس-الثاني.md	126	10	رمز المثال	[م٤-ب١١-ف٤-مث٢٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١١-ف٤-مث٢٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/00-فاتحة-الباب-الثاني-عشر.md	3	10	المستوى ن	المستوى ١١	يُصحّح	المستوى 12
book/الجزء-الرابع/الباب-الثاني-عشر/00-فاتحة-الباب-الثاني-عشر.md	47	10	الجزء ن	الجزء الثاني	مراجعة بشرية	قراءة مقترحة: استعمالٌ لغويٌّ عام، لا بنية الكتاب؛ يُحفظ
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	5	10	المستوى ن	المستوى ١١	يُصحّح	المستوى 12
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	184	10	رمز المثال	[م٤-ب١٢-ف١-مث١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	188	10	رمز المثال	[م٤-ب١٢-ف١-مث٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	192	10	رمز المثال	[م٤-ب١٢-ف١-مث٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	196	10	رمز المثال	[م٤-ب١٢-ف١-مث٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٤] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	200	10	رمز المثال	[م٤-ب١٢-ف١-مث٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٥] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	204	10	رمز المثال	[م٤-ب١٢-ف١-مث٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٦] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	208	10	رمز المثال	[م٤-ب١٢-ف١-مث٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٧] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	212	10	رمز المثال	[م٤-ب١٢-ف١-مث٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٨] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	257	10	رمز المثال	[م٤-ب١٢-ف١-مث٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٩] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	261	10	رمز المثال	[م٤-ب١٢-ف١-مث١٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١٠] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	265	10	رمز المثال	[م٤-ب١٢-ف١-مث١١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	269	10	رمز المثال	[م٤-ب١٢-ف١-مث١٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	273	10	رمز المثال	[م٤-ب١٢-ف١-مث١٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	277	10	رمز المثال	[م٤-ب١٢-ف١-مث١٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١٤] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	281	10	رمز المثال	[م٤-ب١٢-ف١-مث١٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١٥] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	286	10	رمز المثال	[م٤-ب١٢-ف١-مث١٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١٦] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	290	10	رمز المثال	[م٤-ب١٢-ف١-مث١٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١٧] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	294	10	رمز المثال	[م٤-ب١٢-ف١-مث١٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١٨] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	298	10	رمز المثال	[م٤-ب١٢-ف١-مث١٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث١٩] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	303	10	رمز المثال	[م٤-ب١٢-ف١-مث٢٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٢٠] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	313	10	رمز المثال	[م٤-ب١٢-ف١-مث٢١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٢١] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	317	10	رمز المثال	[م٤-ب١٢-ف١-مث٢٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٢٢] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	321	10	رمز المثال	[م٤-ب١٢-ف١-مث٢٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٢٣] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-أ-المدخل-والألقاب.md	327	10	رمز المثال	[م٤-ب١٢-ف١-مث٢٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٢٤] (يُحوَّل عند الإخراج)
book/الجزء-الرابع/الباب-الثاني-عشر/ف01-ب-الترحيب-والشكر.md	164	10	رمز المثال	[م٤-ب١٢-ف١-مث٢٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب١٢-ف١-مث٢٥] (يُحوَّل عند الإخراج)
